model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen
proto_source=spot_delta_k=100_weighted=1_learnw=0,proto,spot_delta,100.0,True,False,cvar,3,-0.037656109780073166,0.0018818574586816966,-0.12867386589447657,-0.1741411735614141,0.8212898212898213,0.7325494289398193,0.02782346246143182,0.0005633255633255633,0.0005633255633255633,0.0,0.0038850038850038854,37.333333333333336,0.15417343212941492,0.0002141744548286604,0.006230529595015577,,True,True,True
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.03794454534848531,0.0029323869277607015,-0.13431111574172974,-0.18169251581033072,0.8593628593628594,1.0,0.035974148040016495,0.13844211344211343,0.13760683760683762,0.0008352758352758354,0.393939393939394,544.3333333333334,0.16328153478730226,0.08177570093457943,0.5007788161993769,,True,True,True
proto_source=vanilla_k=25_weighted=1_learnw=0,proto,vanilla,25.0,True,False,cvar,3,-0.038177456706762314,0.0015175182636829928,-0.12782700012127557,-0.17342279851436615,0.9308469308469309,0.8892510334650675,0.03259072887400786,0.037101787101787104,0.01655011655011655,0.02055167055167055,0.5687645687645687,5.0,0.16176391631477974,0.03896028037383178,0.6246105919003115,,True,True,True
unhedged,baseline,,,,,,3,-0.03825101132194201,0.0030710388460735575,-0.13356463114420572,-0.18011883894602457,0.6309246309246309,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True
proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,spot_delta,50.0,True,False,cvar,3,-0.03832366565863291,0.0035616939831955366,-0.12601026942332585,-0.17503772179285684,0.926961926961927,0.9966297149658203,0.03550333964327971,0.033566433566433566,0.00027195027195027195,0.03329448329448329,0.3395493395493396,193.33333333333334,0.15964232127330152,0.0338006230529595,0.34190031152647976,,True,True,True
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,spot_delta,25.0,True,False,cvar,3,-0.03843081990877787,0.004086176456751654,-0.130361740787824,-0.1750791072845459,0.8508158508158509,0.9950567881266276,0.026076233635346096,0.03084693084693085,0.03032245532245532,0.0005244755244755245,0.1717171717171717,256.3333333333333,0.16036533576964382,0.07139797507788162,0.5404984423676013,,True,True,True
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,vanilla,10.0,False,False,cvar,3,-0.039102695882320404,0.004388271292451131,-0.13157368103663125,-0.17846660812695822,0.8811188811188811,1.0,0.03206463033954302,0.0023892773892773894,5.8275058275058275e-05,0.0023310023310023314,0.014763014763014762,304.6666666666667,0.15920785386228464,0.007710280373831775,0.10514018691588785,,True,True,True
proto_source=vanilla_k=100_weighted=0_learnw=0,proto,vanilla,100.0,False,False,cvar,3,-0.03929744785030683,0.005187101419530292,-0.13114420572916666,-0.1758986363808314,0.9324009324009324,0.7033280730247498,0.04265483282506466,0.029020979020979023,0.029020979020979023,0.0,0.28438228438228436,99.0,0.16256371315413465,0.043750000000000004,0.31619937694704053,,True,True,True
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,spot_delta,100.0,False,False,cvar,3,-0.03944934904575348,0.0031035703540024605,-0.13886894086996715,-0.1814392606417338,0.7995337995337994,1.0,0.0291362510373195,0.04623154623154624,0.001379176379176379,0.04485236985236985,0.30303030303030304,62.666666666666664,0.15463592941895984,0.02225467289719626,0.21339563862928346,,True,True,True
proto_source=vanilla_k=10_weighted=1_learnw=0,proto,vanilla,10.0,True,False,cvar,3,-0.039620861411094666,0.004650075868951403,-0.13621485531330105,-0.18149765829245249,0.8632478632478633,0.8716232379277548,0.047189311434825264,0.045804195804195806,0.004662004662004662,0.04114219114219114,0.43201243201243206,69.66666666666667,0.1593764412229318,0.021962616822429906,0.3278816199376947,,True,True,True
